=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Continued-Time :    23/07/21-06:35:22 203
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 34624 (0x8740) Version: 1.0.0.32019
=============================================================
[23/07/21-06:35:22 187][TRC][Px8740][Tx52b0] heart_beat::post_url | leave.
[23/07/24-15:18:22 016][CRT][Px3580][Tx2dcc] param = url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}
[23/07/24-15:18:22 016][CRT][Px3580][Tx5080] conf iatprarm = (null)
[23/07/24-15:18:22 016][CRT][Px3580][Tx8700] conf iatprarm = (null)
[23/07/24-15:18:22 016][CRT][Px3580][Tx2dcc] conf iatprarm = (null)
[23/07/24-15:18:22 016][TRC][Px3580][Tx5080] scylla_inst::set_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx8700] scylla_inst::set_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx2dcc] scylla_inst::set_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx5080] scylla_inst::check_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx8700] scylla_inst::check_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx2dcc] scylla_inst::check_param | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx5080] scylla_inst::check_param | leave.
[23/07/24-15:18:22 016][TRC][Px3580][Tx8700] scylla_inst::check_param | leave.
[23/07/24-15:18:22 016][TRC][Px3580][Tx2dcc] scylla_inst::check_param | leave.
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] scylla_inst::set_param | param is url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}.
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] scylla_inst::set_param | param is url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}.
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] scylla_inst::set_param | param is url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}.
[23/07/24-15:18:22 016][TRC][Px3580][Tx5080] scylla_inst::set_param | leave.
[23/07/24-15:18:22 016][TRC][Px3580][Tx8700] scylla_inst::set_param | leave.
[23/07/24-15:18:22 016][TRC][Px3580][Tx5080] scylla_inst::create_inst | enter.
[23/07/24-15:18:22 016][TRC][Px3580][Tx2dcc] scylla_inst::set_param | leave.
[23/07/24-15:18:22 016][TRC][Px3580][Tx8700] scylla_inst::create_inst | enter.
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] server_url_ = .
[23/07/24-15:18:22 016][TRC][Px3580][Tx2dcc] scylla_inst::create_inst | enter.
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] server_url_ = .
[23/07/24-15:18:22 016][CRT][Px3580][Tx5080] aue_arr[0] is: raw
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] server_url_ = .
[23/07/24-15:18:22 016][CRT][Px3580][Tx8700] aue_arr[0] is: raw
[23/07/24-15:18:22 016][CRT][Px3580][Tx2dcc] aue_arr[0] is: raw
[23/07/24-15:18:22 016][PRF][Px3580][Tx5080] create post enter
[23/07/24-15:18:22 016][PRF][Px3580][Tx8700] create post enter
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] scylla_inst::create_inst | posthead : POST /iat/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
.
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] scylla_inst::create_inst | posthead : POST /iat/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
.
[23/07/24-15:18:22 016][PRF][Px3580][Tx2dcc] create post enter
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] server_url_curl = 10.70.182.176:8084/iat/.
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] server_url_curl = 10.70.182.176:8084/iat/.
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] scylla_inst::create_inst | posthead : POST /iat/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
.
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] (LIBCURL)server_url_curl = 10.70.182.176:8084/iat/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] (LIBCURL)server_url_curl = 10.70.182.176:8084/iat/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] server_url_curl = 10.70.182.176:8084/iat/.
[23/07/24-15:18:22 016][DBG][Px3580][Tx5080] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a71bc_16",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/07/24-15:18:22 016][DBG][Px3580][Tx8700] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a71bc_17",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] (LIBCURL)server_url_curl = 10.70.182.176:8084/iat/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
[23/07/24-15:18:22 016][DBG][Px3580][Tx2dcc] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a71bc_18",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] SCYMTSessionBeginEx | enter.
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_mngr::alloc_inst_Ex | enter.
[23/07/24-15:18:22 032][CRT][Px3580][Tx8040] param = url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}
[23/07/24-15:18:22 032][CRT][Px3580][Tx8040] conf iatprarm = (null)
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_inst::set_param | enter.
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_inst::check_param | enter.
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_inst::check_param | leave.
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] scylla_inst::set_param | param is url=10.70.182.176:8084,svc=iat,auf=audio/L16;rate=8000,aue=raw,appid=pc20onli,uid=5577,extend_params={"params":"eos=3000,bos=3000,token=anhui,ability=ab_asr"}.
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_inst::set_param | leave.
[23/07/24-15:18:22 032][TRC][Px3580][Tx8040] scylla_inst::create_inst | enter.
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] server_url_ = .
[23/07/24-15:18:22 032][CRT][Px3580][Tx8040] aue_arr[0] is: raw
[23/07/24-15:18:22 032][PRF][Px3580][Tx8040] create post enter
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] scylla_inst::create_inst | posthead : POST /iat/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
.
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] server_url_curl = 10.70.182.176:8084/iat/.
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] (LIBCURL)server_url_curl = 10.70.182.176:8084/iat/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:527
Accept:application/json-rpc
[23/07/24-15:18:22 032][DBG][Px3580][Tx8040] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "audio/L16;rate=8000",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a71cc_19",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"eos=3000,bos=3000,token=anhui,ability=ab_asr\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "iat",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "5577"
   }
}
[23/07/24-15:18:23 032][TRC][Px3580][Tx6dec] heart_beat::post_url | enter.
[23/07/24-15:18:23 032][TRC][Px3580][Tx6dec] heart_beat::post_url | leave.
[23/07/24-15:18:24 016][INF][Px3580][Tx16c4] http_client_curl | resp_code is 28.
[23/07/24-15:18:24 016][PRF][Px3580][Tx16c4] create post leave
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] scylla_inst::create_inst | leave.
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] http_client::fini | enter.
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] http_client::fini | leave.
[23/07/24-15:18:24 016][ERR][Px3580][Tx16c4] scylla_mngr::create_inst | failed: 28
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] scylla_mngr::alloc_inst_Ex | leave.
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] SCYMTSessionBeginEx | leave.
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] SCYMTUninitializeEx | enter.
[23/07/24-15:18:24 016][TRC][Px3580][Tx16c4] scylla_mngr::fini | enter.
[23/07/24-15:18:26 032][TRC][Px3580][Tx6dec] heart_beat::post_url | enter.
[23/07/24-15:18:26 032][TRC][Px3580][Tx6dec] heart_beat::post_url | leave.
[23/07/24-15:18:26 032][DBG][Px3580][Tx6dec] heart_beat || thread out 
[23/07/24-15:18:26 032][TRC][Px3580][Tx16c4] scylla_mngr::fini | leave.
[23/07/24-15:18:26 032][TRC][Px3580][Tx16c4] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/24-15:18:26 032
	PID: 13696 (0x3580)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/24-15:18:32 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 13696 (0x3580) Version: 1.0.0.32019
=============================================================
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_mngr::init_Ex | enter.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] scylla_mngr::init_Ex | param is .
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_mngr::init_Ex | leave.
[23/07/24-15:18:32 000][CRT][Px3580][Tx3110] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/24-15:18:32 000][CRT][Px3580][Tx3110] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] SCYMTInitializeEx | leave.
[23/07/24-15:18:32 000][DBG][Px3580][Tx7340] heart_beat || thread in 
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] SCYMTSessionBeginEx | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_mngr::alloc_inst_Ex | enter.
[23/07/24-15:18:32 000][CRT][Px3580][Tx3110] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/24-15:18:32 000][CRT][Px3580][Tx3110] conf ttsprarm = (null)
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_inst::set_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_inst::check_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_inst::check_param | leave.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_inst::set_param | leave.
[23/07/24-15:18:32 000][TRC][Px3580][Tx3110] scylla_inst::create_inst | enter.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] server_url_ = .
[23/07/24-15:18:32 000][CRT][Px3580][Tx3110] aue_arr[0] is: raw
[23/07/24-15:18:32 000][PRF][Px3580][Tx3110] create post enter
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/07/24-15:18:32 000][DBG][Px3580][Tx3110] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a98cc_20",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/24-15:18:32 016][INF][Px3580][Tx8700] http_client_curl | resp_code is 28.
[23/07/24-15:18:32 016][INF][Px3580][Tx5080] http_client_curl | resp_code is 28.
[23/07/24-15:18:32 016][INF][Px3580][Tx2dcc] http_client_curl | resp_code is 28.
[23/07/24-15:18:32 016][PRF][Px3580][Tx8700] create post leave
[23/07/24-15:18:32 016][PRF][Px3580][Tx2dcc] create post leave
[23/07/24-15:18:32 016][PRF][Px3580][Tx5080] create post leave
[23/07/24-15:18:32 016][TRC][Px3580][Tx8700] scylla_inst::create_inst | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx2dcc] scylla_inst::create_inst | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx5080] scylla_inst::create_inst | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx8700] http_client::fini | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx2dcc] http_client::fini | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx5080] http_client::fini | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx8700] http_client::fini | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx2dcc] http_client::fini | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx5080] http_client::fini | leave.
[23/07/24-15:18:32 016][ERR][Px3580][Tx8700] scylla_mngr::create_inst | failed: 28
[23/07/24-15:18:32 016][ERR][Px3580][Tx2dcc] scylla_mngr::create_inst | failed: 28
[23/07/24-15:18:32 016][ERR][Px3580][Tx5080] scylla_mngr::create_inst | failed: 28
[23/07/24-15:18:32 016][TRC][Px3580][Tx8700] scylla_mngr::alloc_inst_Ex | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx2dcc] scylla_mngr::alloc_inst_Ex | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx8700] SCYMTSessionBeginEx | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx2dcc] SCYMTSessionBeginEx | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx5080] scylla_mngr::alloc_inst_Ex | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx5080] SCYMTSessionBeginEx | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx6fb4] SCYMTUninitializeEx | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx46f8] SCYMTUninitializeEx | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx4808] SCYMTUninitializeEx | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx6fb4] scylla_mngr::fini | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx46f8] scylla_mngr::fini | enter.
[23/07/24-15:18:32 016][TRC][Px3580][Tx4808] scylla_mngr::fini | enter.
[23/07/24-15:18:32 016][ERR][Px3580][Tx46f8] scylla_mngr::fini | not init.
[23/07/24-15:18:32 016][ERR][Px3580][Tx4808] scylla_mngr::fini | not init.
[23/07/24-15:18:32 016][TRC][Px3580][Tx46f8] scylla_mngr::fini | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx46f8] SCYMTUninitializeEx | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx4808] scylla_mngr::fini | leave.
[23/07/24-15:18:32 016][TRC][Px3580][Tx4808] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/24-15:18:32 016
	PID: 13696 (0x3580)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/24-15:18:32 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 13696 (0x3580) Version: 1.0.0.32019
=============================================================
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_mngr::init_Ex | enter.
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] scylla_mngr::init_Ex | param is .
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_mngr::init_Ex | leave.
[23/07/24-15:18:32 000][CRT][Px3580][Tx46f8] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/24-15:18:32 000][CRT][Px3580][Tx46f8] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] SCYMTInitializeEx | leave.
[23/07/24-15:18:32 000][DBG][Px3580][Tx1b04] heart_beat || thread in 
[23/07/24-15:18:32 000][CRT][Px3580][Tx4808] SCYMTInitialize | init already.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] SCYMTInitializeEx | leave.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] SCYMTSessionBeginEx | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_mngr::alloc_inst_Ex | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] SCYMTSessionBeginEx | enter.
[23/07/24-15:18:32 000][CRT][Px3580][Tx46f8] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_mngr::alloc_inst_Ex | enter.
[23/07/24-15:18:32 000][CRT][Px3580][Tx4808] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/24-15:18:32 000][CRT][Px3580][Tx46f8] conf ttsprarm = (null)
[23/07/24-15:18:32 000][CRT][Px3580][Tx4808] conf ttsprarm = (null)
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_inst::set_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_inst::set_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_inst::check_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_inst::check_param | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_inst::check_param | leave.
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_inst::check_param | leave.
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_inst::set_param | leave.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_inst::set_param | leave.
[23/07/24-15:18:32 000][TRC][Px3580][Tx46f8] scylla_inst::create_inst | enter.
[23/07/24-15:18:32 000][TRC][Px3580][Tx4808] scylla_inst::create_inst | enter.
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] server_url_ = .
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] server_url_ = .
[23/07/24-15:18:32 000][CRT][Px3580][Tx46f8] aue_arr[0] is: raw
[23/07/24-15:18:32 000][CRT][Px3580][Tx4808] aue_arr[0] is: raw
[23/07/24-15:18:32 000][PRF][Px3580][Tx4808] create post enter
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/07/24-15:18:32 000][PRF][Px3580][Tx46f8] create post enter
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/24-15:18:32 000][DBG][Px3580][Tx4808] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a98dc_21",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/07/24-15:18:32 000][DBG][Px3580][Tx46f8] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376a98dc_22",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/24-15:18:32 015][INF][Px3580][Tx8040] http_client_curl | resp_code is 28.
[23/07/24-15:18:32 015][PRF][Px3580][Tx8040] create post leave
[23/07/24-15:18:32 015][TRC][Px3580][Tx8040] scylla_inst::create_inst | leave.
[23/07/24-15:18:32 015][TRC][Px3580][Tx8040] http_client::fini | enter.
[23/07/24-15:18:32 015][TRC][Px3580][Tx8040] http_client::fini | leave.
[23/07/24-15:18:32 015][ERR][Px3580][Tx8040] scylla_mngr::create_inst | failed: 28
[23/07/24-15:18:32 015][TRC][Px3580][Tx8040] scylla_mngr::alloc_inst_Ex | leave.
[23/07/24-15:18:32 015][TRC][Px3580][Tx8040] SCYMTSessionBeginEx | leave.
[23/07/24-15:18:32 015][TRC][Px3580][Tx5194] SCYMTUninitializeEx | enter.
[23/07/24-15:18:32 015][TRC][Px3580][Tx5194] scylla_mngr::fini | enter.
[23/07/24-15:18:34 984][TRC][Px3580][Tx7340] heart_beat::post_url | enter.
[23/07/24-15:18:34 984][TRC][Px3580][Tx7340] heart_beat::post_url | leave.
[23/07/24-15:18:34 984][DBG][Px3580][Tx7340] heart_beat || thread out 
[23/07/24-15:18:37 000][DBG][Px3580][Tx1b04] heart_beat || thread out 
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_mngr::fini | leave.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/24-15:18:37 000
	PID: 13696 (0x3580)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/24-15:18:37 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 13696 (0x3580) Version: 1.0.0.32019
=============================================================
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_mngr::init_Ex | enter.
